0,2025-06-30
50000,2026-02-15
60000,2026-02-16
70000,2026-02-18
80000,2026-02-20
90000,2026-02-24
93000,2026-02-25
95000,2026-02-26
98000,2026-02-27
101000,2026-02-28
110000,2026-03-10
113000,2026-03-14
120000,2026-03-26
121000,2026-03-27
122000,2026-03-28
123250,2026-03-30
124000,2026-04-01
125000,2026-04-04
